100000 200000 
44389 42367 975
66473 66475 1
54537 54538 0
96875 96876 0
73260 2 26728
75923 75925 1
518 38446 65
63647 63649 1
86258 2 13730
8633 8959 174
2 3998 208
90137 90138 0
82479 82480 0
74233 74235 1
78184 2 21804
38555 37129 925
89497 89499 1
2 38731 1253
42719 40923 276
70973 70975 1
86339 86341 1
20980 18059 844
95017 95019 1
42733 39461 78
33803 31324 187
96871 96873 1
2 21083 790
71613 71614 0
65078 2 34910
16904 23547 947
72979 72980 0
95213 95214 0
84769 84770 0
86380 2 13608
28001 15555 397
7934 32063 812
12866 41152 398
86191 86192 0
96159 96160 0
94516 2 5472
84859 84861 1
65787 65789 1
12316 16103 244
85183 85185 1
79718 2 20270
28514 416 768
15847 46923 215
81555 81557 1
47706 41940 158
85465 85466 0
29661 35003 83
95152 2 4836
70281 70283 1
19253 11413 535
63281 63282 0
82987 82989 1
15190 43076 11
5809 12712 702
45584 34311 893
31656 37650 977
40347 45426 23
33560 6071 54
92899 92900 0
85633 85634 0
27601 35821 691
12551 6869 464
88820 2 11168
5684 7123 276
2 41419 982
43638 24743 218
34652 7722 573
14900 2986 388
30627 39340 242
78502 2 21486
25201 18839 472
2313 20375 647
16035 44830 276
74541 74542 0
2 6523 733
13352 14043 365
2 33970 292
22610 12413 285
10444 7150 526
68684 2 31304
94936 2 5052
84615 84616 0
22906 14743 131
83663 83664 0
2 5454 60
39645 29463 604
26332 35711 802
75618 2 24370
97199 97200 0
33117 18698 902
98577 98578 0
2 9493 467
2 23995 859
82599 82600 0
29490 24465 911
40466 22822 499
35834 41691 560
22317 23140 407
96719 96721 1
36354 33835 834
10858 18893 98
15947 23911 192
45329 21718 751
96427 96428 0
3947 33589 561
98363 98365 1
91173 91175 1
31405 41417 738
90965 90966 0
57032 2 42956
9327 47282 566
20726 39503 269
17376 42208 711
93485 93487 1
1672 48020 156
23209 25779 774
79689 79690 0
98991 98992 0
97552 2 2436
91623 91624 0
94920 2 5068
94111 94112 0
63966 2 36022
85983 85984 0
87451 87453 1
89226 2 10762
40616 2099 997
15265 8288 55
10336 35574 707
18781 5806 77
97881 97883 1
99451 99453 1
32283 6240 327
99761 99763 1
96031 96033 1
95477 95478 0
57039 57040 0
97866 2 2122
25740 27040 737
20365 33066 76
81849 81850 0
90497 90498 0
96713 96714 0
95980 2 4008
2 1488 458
87862 2 12126
60289 60291 1
14476 12484 922
27693 13031 156
81113 81115 1
65904 2 34084
98399 98400 0
27721 20784 207
41318 3260 988
98695 98696 0
85615 85617 1
13384 36234 421
81088 2 18900
87142 2 12846
45660 11429 647
70365 70366 0
96328 2 3660
95140 2 4848
90848 2 9140
10087 8164 336
2 45319 725
69759 69761 1
74419 74421 1
77868 2 22120
55163 55165 1
78521 78522 0
93641 93642 0
43860 28551 998
92324 2 7664
25682 3555 186
33194 27673 527
99793 99795 1
83368 2 16620
84640 2 15348
88670 2 11318
17224 25614 737
91738 2 8250
7421 29952 489
66773 66774 0
30866 8520 38
11664 49872 362
2 6690 96
75766 2 24222
2 42363 514
91365 91366 0
59879 59881 1
93245 93247 1
90666 2 9322
7573 47319 799
43383 46512 927
81041 81042 0
8474 995 757
96637 96639 1
16742 2312 366
86094 2 13894
36012 1716 414
2 43562 869
94241 94243 1
17424 47440 752
96299 96300 0
84870 2 15118
2 29653 15
41126 8943 276
91459 91461 1
80690 2 19298
29689 28048 196
73683 73684 0
20179 4701 334
24396 46699 112
16774 19200 410
43560 15410 105
24861 47676 850
97899 97900 0
59623 59625 1
90107 90109 1
86363 86364 0
27406 42440 934
88754 2 11234
2 3145 472
21076 7126 763
70395 70397 1
86837 86839 1
59151 59152 0
93811 93812 0
77737 77739 1
31454 32406 106
77511 77513 1
96549 96550 0
93255 93256 0
68364 2 31624
94036 2 5952
14814 22664 675
99313 99314 0
99738 2 250
36861 47964 526
94960 2 5028
95181 95182 0
98621 98623 1
94217 94218 0
73141 73142 0
72998 2 26990
84764 2 15224
11207 40501 511
77306 2 22682
710 17552 890
99251 99253 1
37177 46233 665
37696 17855 354
95118 2 4870
58877 58878 0
93178 2 6810
10188 32374 724
39482 28650 261
97770 2 2218
80375 80377 1
96133 96135 1
74193 74194 0
92551 92553 1
2 38334 1314
65512 2 34476
62035 62037 1
36735 15347 692
44042 6717 315
82969 82971 1
77855 77857 1
98743 98745 1
2 39451 1339
23598 40143 150
56869 56870 0
35882 7894 431
24924 27682 978
99174 2 814
49348 26503 725
48630 43770 782
98255 98257 1
87807 87809 1
94669 94670 0
3768 26183 817
25679 25271 173
85770 2 14218
64415 64416 0
21148 19113 314
15015 37272 509
91297 91298 0
93162 2 6826
46832 32815 140
20584 9758 416
91982 2 8006
74264 2 25724
44948 7526 273
71316 2 28672
4630 16404 853
18719 21510 824
47716 46841 562
5192 15442 692
97741 97742 0
2 15557 828
42806 3109 833
91785 91786 0
38967 38452 367
88587 88588 0
66853 66854 0
34426 16252 640
80036 2 19952
44761 13927 638
93639 93641 1
8188 37315 255
97961 97962 0
55817 55819 1
39034 26194 447
2 48150 525
4159 16892 75
5307 10269 539
15721 7236 709
3775 6626 825
13976 39849 440
96074 2 3914
3721 44582 268
74167 74168 0
98893 98894 0
89955 89956 0
95596 2 4392
32615 30784 387
16945 925 935
56556 2 43432
75785 75787 1
75417 75418 0
63177 63179 1
94682 2 5306
48373 45746 341
83209 83210 0
66825 66826 0
88799 88801 1
55712 2 44276
11434 4655 518
44002 19591 471
19021 18744 614
2 26701 209
20743 19065 906
94967 94969 1
89671 89672 0
35507 34817 835
3803 16917 796
64885 64886 0
86398 2 13590
95151 95153 1
99908 2 80
50117 50118 0
89937 89939 1
4646 35259 828
28940 10469 822
97336 2 2652
50505 50507 1
36817 7060 293
81265 81266 0
12878 27762 852
73341 73343 1
36609 32847 698
69892 2 30096
16227 38166 173
5037 8716 310
37111 47164 520
84087 84088 0
9526 29959 704
93436 2 6552
40906 14442 593
54625 54627 1
1228 15864 624
29356 24347 407
16850 1043 699
40804 26180 443
384 2298 264
26818 49095 24
44743 24420 293
17935 42968 411
2 48716 1431
99645 99646 0
39215 35239 84
91341 91342 0
42156 21672 671
70484 2 29504
32260 27604 432
83422 2 16566
97467 97469 1
45009 41287 556
2 36298 1403
38168 31908 300
43905 15365 121
73087 73089 1
2 39210 1463
49311 30344 200
2 16852 828
36000 27408 618
48339 1132 553
81654 2 18334
42122 42162 876
92294 2 7694
69006 2 30982
91369 91370 0
80454 2 19534
20695 20272 120
4255 27021 314
79356 2 20632
30333 4550 459
24890 8666 895
29296 26167 702
16532 12453 734
90948 2 9040
41749 46452 846
59263 59264 0
8518 1730 720
33868 33870 626
21057 29465 241
18167 25903 306
40909 14494 210
85509 85510 0
81534 2 18454
89685 89686 0
91464 2 8524
88999 89001 1
91927 91929 1
75108 2 24880
32999 7729 9
16646 37290 49
69432 2 30556
99116 2 872
17909 34201 164
99011 99012 0
6323 37376 428
50311 50312 0
3532 2351 746
62128 2 37860
98911 98912 0
22688 8545 389
42660 18841 681
95875 95876 0
76934 2 23054
83219 83220 0
54342 2 45646
18732 27274 910
11139 38437 803
36083 31956 856
78413 78414 0
10080 22714 960
40334 39523 304
73103 73104 0
33580 34966 92
85633 85635 1
38220 23374 972
89801 89802 0
89951 89952 0
42881 27276 41
22108 35945 753
97669 97670 0
67218 2 32770
99211 99212 0
45620 21803 726
2 38704 612
28468 40176 97
72475 72477 1
47024 22579 974
1633 42683 90
18947 10547 101
92703 92704 0
61896 2 38092
42834 18588 460
79861 79863 1
60585 60587 1
65912 2 34076
84969 84971 1
94893 94894 0
89463 89464 0
980 29434 802
65554 2 34434
41848 9852 679
84677 84678 0
84098 2 15890
89696 2 10292
95853 95854 0
93339 93341 1
26223 23792 133
91677 91679 1
96167 96168 0
91727 91729 1
4995 2205 69
15953 32965 793
24346 26850 714
1682 7291 961
12467 4614 49
80691 80693 1
68442 2 31546
45692 23835 867
17588 7825 433
3779 37434 472
36003 28236 895
95711 95713 1
45865 33239 874
89648 2 10340
79197 79198 0
2 48581 999
82495 82496 0
32806 924 356
65769 65771 1
95819 95821 1
94081 94082 0
46646 45873 475
85992 2 13996
96791 96792 0
1009 5879 780
89891 89893 1
91439 91440 0
16744 49031 918
86451 86453 1
96746 2 3242
98068 2 1920
93145 93146 0
78329 78331 1
88536 2 11452
61662 2 38326
98639 98640 0
79885 79886 0
40108 16693 293
76783 76784 0
12218 41109 415
97591 97592 0
96141 96142 0
50455 50456 0
88967 88969 1
6106 7747 84
99921 99923 1
68943 68945 1
15687 34210 990
31056 12079 352
12968 38613 352
2 19696 318
89347 89348 0
14477 49751 380
25783 42320 635
63689 63691 1
36815 11170 744
2 44159 453
86824 2 13164
5468 6444 816
99335 99337 1
3437 28594 84
2 2898 283
59013 59015 1
91191 91192 0
42697 47596 356
2 24470 1179
96931 96933 1
89428 2 10560
61863 61864 0
42690 23616 133
78271 78272 0
92527 92528 0
95175 95177 1
26643 35642 730
9719 35999 970
74553 74554 0
91577 91578 0
57741 57743 1
77294 2 22694
2 15120 405
67305 67306 0
65513 65514 0
19325 8544 390
99995 99993 894
75923 75924 0
2 25051 1306
45198 18881 647
37752 2519 851
98927 98928 0
78563 78565 1
1907 36993 970
35029 42199 170
15290 20156 160
11644 27249 293
95085 95087 1
19689 14455 887
66995 66996 0
17848 3765 918
45727 30205 805
51039 51040 0
36258 34485 567
29984 36679 587
95813 95814 0
74996 2 24992
96102 2 3886
80949 80950 0
11092 19942 928
87094 2 12894
86042 2 13946
28060 46796 360
89683 89685 1
75017 75019 1
91899 91900 0
15100 45908 507
48754 18967 454
19339 14716 939
32426 48802 88
13191 43538 246
44008 29672 276
95026 2 4962
75833 75834 0
97577 97579 1
73376 2 26612
98180 2 1808
91667 91668 0
85639 85640 0
9109 11165 268
91133 91134 0
7499 17173 477
12503 48886 459
97133 97134 0
49198 37235 508
76567 76568 0
11825 13746 317
16007 39582 671
97267 97269 1
24995 5314 29
39239 7560 651
95375 95376 0
65891 65893 1
6393 23581 852
36260 39370 955
88743 88745 1
98687 98688 0
2885 5568 349
89854 2 10134
87294 2 12694
61905 61906 0
7551 43677 397
13800 19138 746
89650 2 10338
2 34329 666
2 45581 675
90028 2 9960
83864 2 16124
96231 96232 0
8394 18767 314
89606 2 10382
74545 74546 0
97748 2 2240
9337 41598 403
81375 81376 0
28122 41045 389
21120 31879 545
99055 99056 0
93603 93604 0
82647 82649 1
72072 2 27916
37268 17933 415
27750 12845 130
68320 2 31668
35997 8120 825
91653 91654 0
90691 90692 0
99143 99144 0
38204 8309 110
3542 49769 385
61315 61317 1
68836 2 31152
7868 8459 140
33038 22314 390
98925 98926 0
43163 29078 543
2 35813 1094
10398 11505 789
99281 99283 1
66966 2 33022
25543 11047 139
32306 4707 377
97277 97279 1
12431 37727 394
92888 2 7100
39924 8475 1
89574 2 10414
41527 2957 432
87332 2 12656
91116 2 8872
10174 44182 504
17917 4015 969
39766 15506 550
32897 35176 455
41021 20878 65
98761 98763 1
84063 84065 1
29735 49128 220
28546 31852 969
12521 37842 768
89113 89114 0
2 42818 1356
95671 95673 1
25339 1804 430
2 18123 241
17747 15207 481
172 9788 425
48164 9251 770
90650 2 9338
48783 2307 348
32198 24301 72
2 44107 741
8150 45764 764
5266 24195 341
74281 74283 1
71534 2 28454
94987 94989 1
37742 14003 572
99878 2 110
92327 92329 1
21165 24510 101
96743 96745 1
38222 26139 94
22214 31311 698
35951 21424 130
40766 4873 739
65138 2 34850
94431 94432 0
44848 22814 973
80205 80206 0
77519 77521 1
35602 14183 740
55163 55164 0
21357 26011 743
94155 94156 0
2 41066 1036
94621 94622 0
49370 4694 535
4670 31124 407
69544 2 30444
40815 49277 714
24959 29654 163
40737 28644 944
16131 9004 854
3292 37005 507
98267 98269 1
94997 94998 0
61569 61571 1
7304 10138 488
93805 93806 0
36516 32540 665
89076 2 10912
76823 76825 1
29601 43604 31
98683 98684 0
98231 98232 0
46672 40779 132
97273 97274 0
93721 93722 0
85232 2 14756
90352 2 9636
10693 20625 21
2132 28684 376
4954 36687 967
87053 87054 0
23669 15132 704
19221 35523 391
23672 14162 262
24869 1582 898
80021 80023 1
28696 21127 796
19210 37005 139
20594 36224 646
4397 14586 663
83380 2 16608
94117 94119 1
76691 76693 1
21748 42457 233
96093 96094 0
39893 43871 430
51057 51058 0
16535 49174 51
48201 27915 283
98017 98019 1
93289 93290 0
45644 48455 151
6829 30666 742
95949 95950 0
84943 84944 0
88390 2 11598
88661 88663 1
91509 91510 0
14472 14386 379
92296 2 7692
78709 78711 1
2 5946 73
69566 2 30422
32963 33802 271
99173 99175 1
84417 84418 0
43768 47054 494
69563 69564 0
25950 2326 230
97827 97828 0
2762 41968 795
27249 46572 15
75218 2 24770
98713 98715 1
17118 5342 770
60953 60954 0
62096 2 37892
24524 24944 152
97805 97806 0
14981 16340 12
81311 81313 1
38425 8743 3
42587 868 153
92312 2 7676
99428 2 560
96472 2 3516
49095 39220 921
40761 7284 277
5809 11614 394
86111 86113 1
96717 96718 0
91984 2 8004
2 35831 903
93525 93527 1
26721 49850 288
15422 15633 378
86294 2 13694
70877 70879 1
15153 17177 242
87909 87910 0
33899 46067 877
48668 19277 686
99561 99563 1
18852 11776 727
69884 2 30104
53361 53362 0
86767 86769 1
97123 97124 0
76287 76289 1
92549 92550 0
98786 2 1202
7504 32042 765
4592 40289 5
74410 2 25578
29923 5669 176
73301 73303 1
82037 82039 1
86233 86234 0
83427 83429 1
25746 9639 84
59911 59913 1
76204 2 23784
12641 37705 160
83689 83690 0
18006 48740 819
9962 7355 776
10457 5923 636
35249 11279 32
3358 28974 858
47233 25517 283
10211 10111 202
90835 90836 0
76463 76464 0
65999 66001 1
471 12494 34
88011 88012 0
89009 89010 0
99236 2 752
71824 2 28164
99496 2 492
93027 93028 0
13082 31870 50
88529 88531 1
12172 22522 395
56998 2 42990
97583 97584 0
75926 2 24062
24853 36896 773
98685 98686 0
88954 2 11034
27529 27052 823
7768 13590 159
89427 89428 0
31316 12217 751
25849 9562 745
51419 51421 1
24694 14423 906
47681 30640 213
7722 2206 858
6354 41406 768
71257 71259 1
75311 75312 0
32533 5267 638
89975 89976 0
10609 31469 144
98481 98483 1
88286 2 11702
95998 2 3990
2537 34074 522
98829 98830 0
81823 81825 1
38348 24815 580
87786 2 12202
74871 74872 0
95837 95838 0
86623 86624 0
10893 17073 823
41275 17365 474
74370 2 25618
78389 78390 0
97173 97175 1
45190 19097 780
1510 39337 451
34410 37797 2
26434 29488 525
76922 2 23066
10307 44780 173
86175 86177 1
85145 85146 0
66877 66879 1
39873 32924 585
75107 75109 1
5443 14628 187
1783 34205 24
9549 28156 11
39461 15113 917
31693 36040 44
12445 43366 855
89242 2 10746
94227 94228 0
2 42995 1233
83097 83099 1
98016 2 1972
31308 42757 347
88651 88652 0
75442 2 24546
3750 9236 93
72577 72578 0
25296 29509 709
274 43801 37
2 9250 662
74737 74738 0
35025 22437 487
61181 61183 1
33833 15436 406
274 12973 210
55487 55489 1
73093 73095 1
75795 75796 0
67500 2 32488
42509 32553 564
86189 86190 0
91213 91214 0
81721 81722 0
94646 2 5342
37019 13518 980
45874 6971 576
2 1763 1192
18013 25205 179
92103 92105 1
16023 32179 209
44492 21662 251
34850 1653 639
69295 69297 1
12473 22301 65
89250 2 10738
8430 7288 727
70105 70106 0
66952 2 33036
37244 37753 761
17240 46823 102
746 11218 143
86197 86198 0
37975 4056 368
76667 76668 0
2 39071 1400
82127 82129 1
1024 47655 658
87914 2 12074
68012 2 31976
68783 68784 0
98794 2 1194
52427 52429 1
90945 90947 1
2 10875 379
97655 97657 1
74104 2 25884
54348 2 45640
35083 4081 789
81136 2 18852
58442 2 41546
71662 2 28326
22425 15790 852
97655 97656 0
7999 40864 854
66474 2 33514
87873 87875 1
98941 98943 1
94089 94090 0
83883 83885 1
91135 91137 1
75615 75616 0
97435 97437 1
18760 10415 394
31440 12263 33
88583 88584 0
2 2699 76
72219 72220 0
34549 44083 607
10248 23174 550
99918 2 70
2 49394 1137
97595 97596 0
44558 32767 168
14828 34534 221
94501 94502 0
47049 32744 996
30298 37982 167
71281 71283 1
9892 44214 243
37734 6612 770
98693 98695 1
65246 2 34742
2 48564 932
17290 40549 125
30152 22981 900
83052 2 16936
13620 18031 170
79829 79830 0
8883 43685 746
89314 2 10674
21058 33614 484
92876 2 7112
94353 94354 0
5482 49246 627
54127 54128 0
12757 36868 808
24266 14348 31
99845 99846 0
24331 42613 849
11564 40018 933
95817 95819 1
16945 2588 146
80281 80282 0
98309 98310 0
15496 24120 249
99854 2 134
37507 40717 315
80989 80991 1
88959 88961 1
83073 83074 0
49206 43197 565
89645 89646 0
42781 10652 300
23141 13110 146
63486 2 36502
95004 2 4984
63910 2 36078
72889 72890 0
76722 2 23266
60549 60551 1
81659 81660 0
17413 15727 683
63351 63353 1
2 22506 200
39748 13648 59
22420 19706 63
88581 88582 0
42273 8855 408
38949 34886 143
81465 81466 0
2 48830 1483
39486 35292 511
34082 14154 523
83389 83390 0
99491 99492 0
3836 49552 664
21563 3491 539
92311 92312 0
48799 26107 756
17771 21797 281
2 5431 294
2 38331 55
48200 38528 246
28482 12740 765
27203 34561 742
99128 2 860
80593 80594 0
81476 2 18512
29985 19458 621
85805 85807 1
94647 94649 1
48761 29530 768
18845 48713 830
24493 46676 988
45893 14599 292
96170 2 3818
90688 2 9300
13901 6461 334
91073 91074 0
2 1340 227
96883 96884 0
77339 77340 0
37118 23994 397
21159 29808 603
70861 70863 1
3617 39419 249
48324 37990 610
16144 9321 898
42146 18020 508
96869 96870 0
11341 44768 535
5923 15853 764
56215 56216 0
9458 25667 901
4456 9760 268
98444 2 1544
12713 25180 337
21009 49265 934
90805 90807 1
19143 48477 160
78942 2 21046
20519 6086 64
99895 99897 1
99142 2 846
33841 16294 105
84529 84530 0
2919 17574 682
86129 86131 1
90030 2 9958
41432 15234 67
83726 2 16262
98007 98009 1
6011 13311 789
33157 29299 850
21910 10769 931
16001 48258 22
87185 87187 1
99019 99021 1
83800 2 16188
94249 94250 0
37073 48919 492
43495 23169 131
86133 86134 0
84509 84511 1
27450 2800 716
93217 93219 1
99988 2 0
89551 89553 1
8531 1706 592
85891 85892 0
75586 2 24402
97262 2 2726
97306 2 2682
22760 32115 395
76700 2 23288
91591 91593 1
2 3456 1450
2379 43669 74
18385 37386 996
95674 2 4314
50389 50390 0
21042 11094 591
84569 84571 1
2 15329 76
18526 2846 582
7628 36008 652
91751 91752 0
78415 78417 1
24668 41339 993
47591 26247 21
29755 21603 337
7029 5111 471
96336 2 3652
56446 2 43542
83967 83969 1
2 48203 519
89133 89135 1
70101 70103 1
2 40043 964
47410 25841 862
88255 88256 0
9774 9538 226
84177 84179 1
14749 23448 921
86200 2 13788
10302 32858 141
65405 65406 0
39127 195 364
24119 22611 550
91593 91595 1
15033 30272 127
83931 83933 1
64419 64421 1
72729 72730 0
57552 2 42436
46799 38437 644
69053 69055 1
94217 94219 1
67243 67245 1
94517 94518 0
95527 95529 1
83859 83861 1
39643 23999 806
87527 87528 0
82170 2 17818
4312 12352 354
76247 76249 1
12826 42119 318
2 3791 1201
99215 99217 1
99639 99640 0
2273 28021 823
82606 2 17382
97035 97036 0
34972 34734 669
94047 94049 1
93885 93887 1
83781 83783 1
45219 20897 847
32695 39382 766
49216 31126 535
73967 73969 1
88579 88580 0
36370 26741 736
99223 99225 1
23890 17010 394
99121 99122 0
73531 73533 1
92881 92883 1
19712 40344 789
25124 38159 949
35920 3860 660
86374 2 13614
2 2560 624
64977 64979 1
68274 2 31714
92483 92485 1
13631 17137 715
28978 14738 193
99103 99105 1
92548 2 7440
97809 97810 0
43638 22653 821
5950 14043 845
18978 3195 257
16708 32710 917
50935 50937 1
25263 31735 681
17850 25376 836
18916 1290 256
70607 70609 1
21842 17692 352
97365 97367 1
84076 2 15912
98498 2 1490
85072 2 14916
82739 82740 0
44418 35081 635
96345 96346 0
2 38846 312
95025 95026 0
97249 97250 0
46874 11021 396
96266 2 3722
2684 30698 751
12603 44140 593
11815 1543 690
82773 82774 0
95786 2 4202
92221 92222 0
51995 51997 1
98157 98158 0
10531 33263 967
75195 75196 0
86363 86365 1
40627 1958 398
44907 27590 737
86428 2 13560
60070 2 39918
89756 2 10232
37045 49267 731
2 24056 284
46669 1334 125
82668 2 17320
45221 20094 693
69157 69159 1
6762 22068 159
85943 85945 1
29828 29837 771
31117 7358 143
75376 2 24612
86176 2 13812
34009 13980 694
30944 2981 126
28589 44153 742
86911 86912 0
96802 2 3186
92128 2 7860
2228 10901 746
97603 97605 1
14542 27336 385
66129 66130 0
78533 78535 1
74427 74428 0
88099 88100 0
75585 75586 0
74575 74576 0
65187 65188 0
20025 30585 990
56436 2 43552
87781 87783 1
99226 2 762
92301 92303 1
92628 2 7360
84347 84348 0
67155 67157 1
94802 2 5186
65445 65446 0
19676 17947 624
33222 10590 629
66435 66437 1
50738 2 49250
91187 91189 1
27254 11622 471
21840 43134 185
26504 49002 91
90983 90984 0
51121 51122 0
82369 82371 1
89260 2 10728
24394 6483 428
25382 11404 931
74412 2 25576
30512 24605 827
195 40914 205
96019 96020 0
8538 16133 698
89219 89220 0
53160 2 46828
43995 39462 771
98804 2 1184
47761 23508 307
67943 67945 1
15471 49310 191
2 22931 857
90727 90728 0
73959 73960 0
2 48477 625
56522 2 43466
81425 81426 0
13449 33210 116
94296 2 5692
2 13602 826
30733 16749 242
39264 5451 548
99258 2 730
64934 2 35054
97483 97485 1
38334 19089 479
88874 2 11114
49808 21127 942
90309 90311 1
8379 23934 315
2 34815 1022
84681 84682 0
99125 99126 0
99632 2 356
91147 91149 1
99155 99156 0
7851 44609 186
91428 2 8560
84549 84550 0
5002 3732 567
10833 36259 514
21628 390 377
40794 1103 121
73407 73409 1
28746 47288 421
3658 30462 788
98651 98653 1
98735 98737 1
13279 43590 384
94565 94566 0
6333 2408 843
87105 87107 1
57529 57531 1
43195 15180 450
77861 77863 1
2 30080 382
53395 53396 0
96772 2 3216
5522 49250 479
12506 36602 611
93598 2 6390
66339 66341 1
18152 12750 97
58400 2 41588
98729 98731 1
43571 49346 251
18760 14751 742
83580 2 16408
69422 2 30566
70716 2 29272
86313 86314 0
2 37054 1209
90234 2 9754
87535 87536 0
76171 76173 1
17747 42448 215
91081 91082 0
98374 2 1614
2 35522 139
15093 31827 341
48403 7189 980
41035 40564 983
92967 92969 1
17274 6787 507
7845 24642 82
12864 28489 392
97823 97825 1
19964 15532 846
76377 76378 0
2 8301 421
98115 98117 1
12652 12512 340
85606 2 14382
2 10956 451
46502 13921 982
17357 31023 920
31625 40895 145
35636 19565 913
97197 97199 1
61558 2 38430
99570 2 418
7043 16636 256
9530 41517 44
93057 93058 0
95203 95205 1
87172 2 12816
83897 83899 1
84004 2 15984
11538 8029 545
22984 8884 296
98729 98730 0
9609 18572 149
66109 66111 1
16560 21172 700
77094 2 22894
30751 45323 923
95719 95721 1
13401 29202 336
34986 8867 324
29924 13372 239
31680 42771 374
2274 10415 633
92001 92002 0
72175 72176 0
17510 130 37
53671 53673 1
23544 16944 21
21495 19494 420
33161 21315 320
22079 31046 946
9804 12214 907
99301 99303 1
99949 99951 1
92960 2 7028
97387 97389 1
18195 16919 711
82629 82630 0
84139 84140 0
72600 2 27388
87051 87053 1
60341 60343 1
69504 2 30484
88305 88307 1
7767 36345 206
89922 2 10066
88905 88906 0
81179 81181 1
2931 40246 966
98387 98389 1
49254 46573 979
20453 26473 671
27180 36748 107
78407 78408 0
99700 2 288
99305 99306 0
92789 92791 1
85511 85513 1
21415 6530 88
38873 37746 645
2 5827 154
99381 99382 0
95829 95831 1
85957 85958 0
95363 95365 1
60249 60251 1
48236 46518 433
6706 24226 126
29900 17860 669
38989 17275 908
72586 2 27402
30328 27958 986
2 33010 1096
99123 99125 1
48838 26470 408
2961 35124 600
93658 2 6330
10892 34929 154
65265 65267 1
36127 16671 423
4896 35738 830
87750 2 12238
92425 92426 0
16002 29042 288
41932 25021 382
85814 2 14174
27408 9563 842
63705 63706 0
41821 40672 466
2 2576 1427
36704 15300 169
33501 4069 145
36943 27926 694
13034 40759 555
19602 42260 448
40796 12910 564
7953 313 11
42212 31807 43
76201 76202 0
17617 28324 590
70537 70538 0
93524 2 6464
10112 33418 306
9450 37683 176
7209 29071 25
98029 98030 0
4452 1910 753
98982 2 1006
59727 59729 1
26080 2900 47
91821 91822 0
46345 28523 19
29757 1069 441
99637 99638 0
1346 23059 269
90852 2 9136
75971 75972 0
50236 2 49752
75331 75332 0
8164 48132 626
98634 2 1354
3386 34509 29
44476 12461 120
81904 2 18084
92572 2 7416
25404 23776 334
88372 2 11616
20173 17129 826
39121 49796 30
42983 16800 453
6644 36078 612
31403 4864 309
43416 32716 439
32320 31459 847
44525 28530 706
22607 37870 905
95400 2 4588
65493 65495 1
29788 6135 640
2 14107 901
99530 2 458
10260 28783 482
62746 2 37242
94421 94422 0
80671 80673 1
83903 83904 0
30089 4068 848
95155 95156 0
38130 20625 931
5532 38425 184
82949 82951 1
46143 22426 342
100 14480 89
24119 34278 642
97377 97379 1
80037 80038 0
1826 16424 680
2 47940 694
42102 38013 845
79629 79630 0
55142 2 44846
98471 98473 1
73236 2 26752
42356 12628 912
93090 2 6898
97754 2 2234
49380 40814 544
48167 46706 962
67969 67970 0
16828 24139 254
98141 98143 1
15625 3702 855
98395 98397 1
2 49195 1148
36097 12589 461
10401 2694 33
28227 31550 231
30589 10592 266
85234 2 14754
23054 48547 131
50369 50371 1
98777 98779 1
81636 2 18352
96417 96418 0
42217 31010 9
68276 2 31712
87808 2 12180
12613 19552 348
29243 47634 311
1927 24245 808
81134 2 18854
80623 80625 1
94503 94504 0
96307 96309 1
6213 28166 872
5656 44335 901
81897 81899 1
23197 42382 225
82530 2 17458
1122 33909 609
81353 81354 0
18052 20244 385
2 31158 1170
8005 18714 881
45704 39060 861
96439 96441 1
2 10609 971
42904 19104 837
98202 2 1786
84309 84310 0
2 16041 112
73963 73965 1
93366 2 6622
82035 82036 0
16122 23063 162
80621 80622 0
81316 2 18672
2 43120 1156
99807 99809 1
68109 68110 0
94178 2 5810
3390 7257 552
90353 90355 1
88211 88212 0
87131 87133 1
85397 85399 1
74795 74797 1
30443 626 271
75520 2 24468
94614 2 5374
19350 14155 183
63442 2 36546
36353 28279 986
97073 97074 0
93481 93483 1
26212 49715 774
85281 85283 1
84844 2 15144
91326 2 8662
2 28075 874
42045 47 56
91211 91213 1
49534 14463 310
46583 1176 230
39431 7020 332
92555 92556 0
63667 63669 1
46947 36421 283
70623 70625 1
33645 2487 627
97301 97303 1
92810 2 7178
66572 2 33416
45062 13377 456
88249 88250 0
39799 11126 752
99858 2 130
76997 76999 1
51383 51385 1
49047 34849 631
27562 38348 956
84053 84054 0
83756 2 16232
8711 45993 702
54494 2 45494
96688 2 3300
78446 2 21542
95349 95350 0
89653 89655 1
57231 57233 1
40385 6695 293
18228 2344 297
5915 6108 91
65008 2 34980
91279 91280 0
98551 98552 0
94417 94419 1
78994 2 20994
37649 1570 124
19892 26778 809
2 30408 1273
7193 7353 975
71733 71735 1
73745 73747 1
84145 84146 0
45369 30075 501
2 48090 1032
87996 2 11992
36817 31791 573
30043 22728 502
33472 46166 673
23127 17499 45
97979 97980 0
89141 89142 0
1116 21344 30
36723 45039 43
40692 15531 733
6385 28497 962
65355 65357 1
74489 74491 1
10025 34160 366
96496 2 3492
89063 89064 0
37880 48590 771
29179 12390 160
80381 80382 0
26439 14892 416
45620 7992 270
91877 91878 0
90885 90886 0
20433 46775 411
31515 19026 753
80287 80289 1
95433 95435 1
98583 98585 1
9242 18873 660
25049 5245 133
93865 93867 1
39747 41459 271
75805 75807 1
29439 36383 910
42189 46628 654
95836 2 4152
22929 10011 837
